CBSA Code,Metro Division Code,CSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Metropolitan Division Title,CSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code,Central/Outlying County,Lat,Lng
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Appomattox County,Virginia,51,011,Outlying,37.402489,-78.792953
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Bedford County,Virginia,51,019,Central,37.2538794,-79.4703885
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Campbell County,Virginia,51,031,Central,37.221014,-79.1096901
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Bedford city,Virginia,51,515,Central,37.3343079,-79.5230877
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Lynchburg city,Virginia,51,680,Central,37.4137536,-79.1422464
31380,,,"Macomb, IL",Micropolitan Statistical Area,,,McDonough County,Illinois,17,109,Central,40.3885122,-90.6773046
31420,,356,"Macon, GA",Metropolitan Statistical Area,,"Macon-Warner Robins, GA",Bibb County,Georgia,13,021,Central,32.7865735,-83.7199136
31420,,356,"Macon, GA",Metropolitan Statistical Area,,"Macon-Warner Robins, GA",Crawford County,Georgia,13,079,Outlying,32.7090798,-83.9744262
31420,,356,"Macon, GA",Metropolitan Statistical Area,,"Macon-Warner Robins, GA",Jones County,Georgia,13,169,Outlying,33.0002582,-83.5070203
31420,,356,"Macon, GA",Metropolitan Statistical Area,,"Macon-Warner Robins, GA",Monroe County,Georgia,13,207,Outlying,32.9746846,-83.8897057
31420,,356,"Macon, GA",Metropolitan Statistical Area,,"Macon-Warner Robins, GA",Twiggs County,Georgia,13,289,Outlying,32.68356,-83.4643551
31460,,260,"Madera, CA",Metropolitan Statistical Area,,"Fresno-Madera, CA",Madera County,California,06,039,Central,37.251926,-119.6962677
31500,,350,"Madison, IN",Micropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",Jefferson County,Indiana,18,077,Central,38.7751543,-85.4788065
31540,,357,"Madison, WI",Metropolitan Statistical Area,,"Madison-Janesville-Beloit, WI",Columbia County,Wisconsin,55,021,Outlying,43.4046632,-89.3226954
31540,,357,"Madison, WI",Metropolitan Statistical Area,,"Madison-Janesville-Beloit, WI",Dane County,Wisconsin,55,025,Central,43.0186073,-89.5497632
31540,,357,"Madison, WI",Metropolitan Statistical Area,,"Madison-Janesville-Beloit, WI",Green County,Wisconsin,55,045,Outlying,42.6287336,-89.6251646
31540,,357,"Madison, WI",Metropolitan Statistical Area,,"Madison-Janesville-Beloit, WI",Iowa County,Wisconsin,55,049,Outlying,42.9416737,-90.0746767
31580,,,"Madisonville, KY",Micropolitan Statistical Area,,,Hopkins County,Kentucky,21,107,Central,37.3153093,-87.5791287
31620,,,"Magnolia, AR",Micropolitan Statistical Area,,,Columbia County,Arkansas,05,027,Central,33.1285176,-93.1779659
31660,,,"Malone, NY",Micropolitan Statistical Area,,,Franklin County,New York,36,033,Central,44.5926135,-74.3387798
31680,,284,"Malvern, AR",Micropolitan Statistical Area,,"Hot Springs-Malvern, AR",Hot Spring County,Arkansas,05,059,Central,34.3393795,-92.9775558
31700,,148,"Manchester-Nashua, NH",Metropolitan Statistical Area,,"Boston-Worcester-Providence, MA-RI-NH-CT",Hillsborough County,New Hampshire,33,011,Central,42.8334794,-71.6673352
31740,,358,"Manhattan, KS",Metropolitan Statistical Area,,"Manhattan-Junction City, KS",Pottawatomie County,Kansas,20,149,Outlying,39.3976344,-96.3226072
31740,,358,"Manhattan, KS",Metropolitan Statistical Area,,"Manhattan-Junction City, KS",Riley County,Kansas,20,161,Central,39.3686475,-96.8350999
31820,,,"Manitowoc, WI",Micropolitan Statistical Area,,,Manitowoc County,Wisconsin,55,071,Central,44.109588,-87.7752368
31860,,359,"Mankato-North Mankato, MN",Metropolitan Statistical Area,,"Mankato-New Ulm-North Mankato, MN",Blue Earth County,Minnesota,27,013,Central,43.9505132,-93.9878427
31860,,359,"Mankato-North Mankato, MN",Metropolitan Statistical Area,,"Mankato-New Ulm-North Mankato, MN",Nicollet County,Minnesota,27,103,Central,44.3572855,-94.2743628
31900,,360,"Mansfield, OH",Metropolitan Statistical Area,,"Mansfield-Ashland-Bucyrus, OH",Richland County,Ohio,39,139,Central,40.7566723,-82.5185837
31930,,425,"Marietta, OH",Micropolitan Statistical Area,,"Parkersburg-Marietta-Vienna, WV-OH",Washington County,Ohio,39,167,Central,39.4626397,-81.4718387
31940,,,"Marinette, WI-MI",Micropolitan Statistical Area,,,Menominee County,Michigan,26,109,Central,45.4995277,-87.5746277
31940,,,"Marinette, WI-MI",Micropolitan Statistical Area,,,Marinette County,Wisconsin,55,075,Central,45.3581961,-88.0649606
31980,,,"Marion, IN",Micropolitan Statistical Area,,,Grant County,Indiana,18,053,Central,40.4730605,-85.684578
32000,,280,"Marion, NC",Micropolitan Statistical Area,,"Hickory-Lenoir, NC",McDowell County,North Carolina,37,111,Central,35.6984405,-82.0842901
32020,,198,"Marion, OH",Micropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Marion County,Ohio,39,101,Central,40.5518645,-83.1220074
32100,,,"Marquette, MI",Micropolitan Statistical Area,,,Marquette County,Michigan,26,103,Central,46.644579,-87.5593823
32140,,,"Marshall, MN",Micropolitan Statistical Area,,,Lyon County,Minnesota,27,083,Central,44.3981292,-95.8987139
32180,,,"Marshall, MO",Micropolitan Statistical Area,,,Saline County,Missouri,29,195,Central,39.1943564,-93.1779659
32220,,346,"Marshall, TX",Micropolitan Statistical Area,,"Longview-Marshall, TX",Harrison County,Texas,48,203,Central,32.5539228,-94.315422
32260,,,"Marshalltown, IA",Micropolitan Statistical Area,,,Marshall County,Iowa,19,127,Central,42.0407088,-92.9375739
32280,,362,"Martin, TN",Micropolitan Statistical Area,,"Martin-Union City, TN-KY",Weakley County,Tennessee,47,183,Central,36.3428865,-88.7108964
32300,,,"Martinsville, VA",Micropolitan Statistical Area,,,Henry County,Virginia,51,089,Central,36.6588867,-79.9640339
32300,,,"Martinsville, VA",Micropolitan Statistical Area,,,Martinsville city,Virginia,51,690,Central,36.6915262,-79.8725386
32340,,,"Maryville, MO",Micropolitan Statistical Area,,,Nodaway County,Missouri,29,147,Central,40.2907281,-94.8105955
32380,,,"Mason City, IA",Micropolitan Statistical Area,,,Cerro Gordo County,Iowa,19,033,Central,43.1543186,-93.2029675
32380,,,"Mason City, IA",Micropolitan Statistical Area,,,Worth County,Iowa,19,195,Outlying,43.3580686,-93.3388917
32420,,364,"Mayagüez, PR",Metropolitan Statistical Area,,"Mayagüez-San Germán, PR",Hormigueros Municipio,Puerto Rico,72,067,Central,18.1396799,-67.1274019
32420,,364,"Mayagüez, PR",Metropolitan Statistical Area,,"Mayagüez-San Germán, PR",Mayagüez Municipio,Puerto Rico,72,097,Central,18.2013463,-67.1451517
32460,,424,"Mayfield, KY",Micropolitan Statistical Area,,"Paducah-Mayfield, KY-IL",Graves County,Kentucky,21,083,Central,36.6887728,-88.7108964
32500,,178,"Maysville, KY",Micropolitan Statistical Area,,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Mason County,Kentucky,21,161,Central,38.6194103,-83.8897057
32540,,,"McAlester, OK",Micropolitan Statistical Area,,,Pittsburg County,Oklahoma,40,121,Central,34.9879281,-95.8142885
32580,,365,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,,"McAllen-Edinburg, TX",Hidalgo County,Texas,48,215,Central,26.4656319,-98.2212979
32620,,,"McComb, MS",Micropolitan Statistical Area,,,Amite County,Mississippi,28,005,Outlying,31.1683803,-90.8294002
32620,,,"McComb, MS",Micropolitan Statistical Area,,,Pike County,Mississippi,28,113,Central,31.1704959,-90.3748354
32660,,,"McMinnville, TN",Micropolitan Statistical Area,,,Warren County,Tennessee,47,177,Central,35.7115652,-85.80766
32700,,,"McPherson, KS",Micropolitan Statistical Area,,,McPherson County,Kansas,20,113,Central,38.3164433,-97.6982272
32740,,240,"Meadville, PA",Micropolitan Statistical Area,,"Erie-Meadville, PA",Crawford County,Pennsylvania,42,039,Central,41.6661391,-80.2767327
32780,,366,"Medford, OR",Metropolitan Statistical Area,,"Medford-Grants Pass, OR",Jackson County,Oregon,41,029,Central,42.334535,-122.7646577
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Crittenden County,Arkansas,05,035,Central,35.3021443,-90.3748354
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Benton County,Mississippi,28,009,Outlying,34.7712669,-89.1705998
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",DeSoto County,Mississippi,28,033,Central,34.9065453,-89.9626799
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Marshall County,Mississippi,28,093,Outlying,34.7729491,-89.4742177
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Tate County,Mississippi,28,137,Outlying,34.6413971,-89.9626799
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Tunica County,Mississippi,28,143,Outlying,34.6407083,-90.4125181
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Fayette County,Tennessee,47,047,Outlying,35.1257427,-89.4742177
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Shelby County,Tennessee,47,157,Central,35.1268552,-89.9253233
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Tipton County,Tennessee,47,167,Outlying,35.5217179,-89.7379958
32860,,232,"Menomonie, WI",Micropolitan Statistical Area,,"Eau Claire-Menomonie, WI",Dunn County,Wisconsin,55,033,Central,44.909416,-91.9099238
32900,,382,"Merced, CA",Metropolitan Statistical Area,,"Modesto-Merced, CA",Merced County,California,06,047,Central,37.2009788,-120.7120023
32940,,,"Meridian, MS",Micropolitan Statistical Area,,,Clarke County,Mississippi,28,023,Outlying,32.077218,-88.7108964
32940,,,"Meridian, MS",Micropolitan Statistical Area,,,Kemper County,Mississippi,28,069,Outlying,32.8018452,-88.7108964
32940,,,"Meridian, MS",Micropolitan Statistical Area,,,Lauderdale County,Mississippi,28,075,Central,32.4401578,-88.7108964
32980,,554,"Merrill, WI",Micropolitan Statistical Area,,"Wausau-Stevens Point-Wisconsin Rapids, WI",Lincoln County,Wisconsin,55,069,Central,45.3743102,-89.7725799
33020,,190,"Mexico, MO",Micropolitan Statistical Area,,"Columbia-Moberly-Mexico, MO",Audrain County,Missouri,29,007,Central,39.221953,-91.9099238
33060,,309,"Miami, OK",Micropolitan Statistical Area,,"Joplin-Miami, MO-OK",Ottawa County,Oklahoma,40,115,Central,36.7710787,-94.8105955
33100,22744,370,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-Port St. Lucie, FL",Broward County,Florida,12,011,Central,26.190096,-80.365865
33100,33124,370,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,"Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-Port St. Lucie, FL",Miami-Dade County,Florida,12,086,Central,25.7890972,-80.2040435
33100,48424,370,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,"West Palm Beach-Boca Raton-Delray Beach, FL","Miami-Fort Lauderdale-Port St. Lucie, FL",Palm Beach County,Florida,12,099,Central,26.6514503,-80.2767327
33140,,176,"Michigan City-La Porte, IN",Metropolitan Statistical Area,,"Chicago-Naperville, IL-IN-WI",LaPorte County,Indiana,18,091,Central,41.4775131,-86.8220341
33180,,,"Middlesborough, KY",Micropolitan Statistical Area,,,Bell County,Kentucky,21,013,Central,36.741122,-83.634843
33220,,474,"Midland, MI",Metropolitan Statistical Area,,"Saginaw-Midland-Bay City, MI",Midland County,Michigan,26,111,Central,43.5750978,-84.3542049
33260,,372,"Midland, TX",Metropolitan Statistical Area,,"Midland-Odessa, TX",Martin County,Texas,48,317,Outlying,32.2364722,-101.9804613
33260,,372,"Midland, TX",Metropolitan Statistical Area,,"Midland-Odessa, TX",Midland County,Texas,48,329,Central,31.8781368,-101.9804613
33300,,,"Milledgeville, GA",Micropolitan Statistical Area,,,Baldwin County,Georgia,13,009,Central,33.0338083,-83.2934086
33300,,,"Milledgeville, GA",Micropolitan Statistical Area,,,Hancock County,Georgia,13,141,Outlying,33.2882621,-83.0361376
33340,,376,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,,"Milwaukee-Racine-Waukesha, WI",Milwaukee County,Wisconsin,55,079,Central,43.0387949,-87.9065334
33340,,376,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,,"Milwaukee-Racine-Waukesha, WI",Ozaukee County,Wisconsin,55,089,Central,43.367713,-87.927309
33340,,376,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,,"Milwaukee-Racine-Waukesha, WI",Washington County,Wisconsin,55,131,Outlying,43.3932586,-88.2461183
33340,,376,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,,"Milwaukee-Racine-Waukesha, WI",Waukesha County,Wisconsin,55,133,Central,43.0072599,-88.3239309
33420,,206,"Mineral Wells, TX",Micropolitan Statistical Area,,"Dallas-Fort Worth, TX-OK",Palo Pinto County,Texas,48,363,Central,32.7511956,-98.3104184
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Anoka County,Minnesota,27,003,Central,45.3292832,-93.2197005
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Carver County,Minnesota,27,019,Central,44.825431,-93.7841503
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Chisago County,Minnesota,27,025,Outlying,45.524828,-92.9550305
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Dakota County,Minnesota,27,037,Central,44.731554,-93.1779659
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Hennepin County,Minnesota,27,053,Central,45.0208911,-93.5094574
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Isanti County,Minnesota,27,059,Outlying,45.6301379,-93.2537327
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Le Sueur County,Minnesota,27,079,Outlying,44.461555,-93.9151438
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Mille Lacs County,Minnesota,27,095,Outlying,45.9228403,-93.6218744
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Ramsey County,Minnesota,27,123,Central,44.9963986,-93.0615978
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Scott County,Minnesota,27,139,Central,44.6834072,-93.5407909
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Sherburne County,Minnesota,27,141,Central,45.4644612,-93.7298983
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Sibley County,Minnesota,27,143,Outlying,44.5502089,-94.1513764
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Washington County,Minnesota,27,163,Central,44.8896877,-92.8577105
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Wright County,Minnesota,27,171,Central,45.1538202,-94.0190943
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Pierce County,Wisconsin,55,093,Outlying,44.7508921,-92.3813621
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",St. Croix County,Wisconsin,55,109,Outlying,45.0497844,-92.3875695
33500,,,"Minot, ND",Micropolitan Statistical Area,,,McHenry County,North Dakota,38,049,Outlying,48.3814671,-100.7008406
33500,,,"Minot, ND",Micropolitan Statistical Area,,,Renville County,North Dakota,38,075,Outlying,48.8582263,-101.6334298
33500,,,"Minot, ND",Micropolitan Statistical Area,,,Ward County,North Dakota,38,101,Central,48.2147451,-101.5805256
33540,,,"Missoula, MT",Metropolitan Statistical Area,,,Missoula County,Montana,30,063,Central,47.0240503,-113.6869923
33580,,,"Mitchell, SD",Micropolitan Statistical Area,,,Davison County,South Dakota,46,035,Central,43.7242124,-98.2212979
33580,,,"Mitchell, SD",Micropolitan Statistical Area,,,Hanson County,South Dakota,46,061,Outlying,43.6082107,-97.6982272
33620,,190,"Moberly, MO",Micropolitan Statistical Area,,"Columbia-Moberly-Mexico, MO",Randolph County,Missouri,29,175,Central,39.4182626,-92.4999918
33660,,380,"Mobile, AL",Metropolitan Statistical Area,,"Mobile-Daphne-Fairhope, AL",Mobile County,Alabama,01,097,Central,30.6082227,-88.2461183
33700,,382,"Modesto, CA",Metropolitan Statistical Area,,"Modesto-Merced, CA",Stanislaus County,California,06,099,Central,37.5090711,-120.9876321
33740,,384,"Monroe, LA",Metropolitan Statistical Area,,"Monroe-Ruston-Bastrop, LA",Ouachita Parish,Louisiana,22,073,Central,32.4271852,-92.2236667
33740,,384,"Monroe, LA",Metropolitan Statistical Area,,"Monroe-Ruston-Bastrop, LA",Union Parish,Louisiana,22,111,Outlying,32.7859102,-92.3813621
33780,,220,"Monroe, MI",Metropolitan Statistical Area,,"Detroit-Warren-Ann Arbor, MI",Monroe County,Michigan,26,115,Central,41.9738893,-83.5070203
33860,,,"Montgomery, AL",Metropolitan Statistical Area,,,Autauga County,Alabama,01,001,Central,32.5791817,-86.4996546
33860,,,"Montgomery, AL",Metropolitan Statistical Area,,,Elmore County,Alabama,01,051,Central,32.5647083,-86.0121573
33860,,,"Montgomery, AL",Metropolitan Statistical Area,,,Lowndes County,Alabama,01,085,Outlying,32.221464,-86.6611083
33860,,,"Montgomery, AL",Metropolitan Statistical Area,,,Montgomery County,Alabama,01,101,Central,32.2077447,-86.1751759
33940,,,"Montrose, CO",Micropolitan Statistical Area,,,Montrose County,Colorado,08,085,Central,38.468304,-108.1428669
33980,,404,"Morehead City, NC",Micropolitan Statistical Area,,"New Bern-Morehead City, NC",Carteret County,North Carolina,37,031,Central,34.9019263,-76.5488232
34020,,318,"Morgan City, LA",Micropolitan Statistical Area,,"Lafayette-Opelousas-Morgan City, LA",St. Mary Parish,Louisiana,22,101,Central,29.502976,-91.443469
34060,,390,"Morgantown, WV",Metropolitan Statistical Area,,"Morgantown-Fairmont, WV",Monongalia County,West Virginia,54,061,Central,39.6695849,-79.9640339
34060,,390,"Morgantown, WV",Metropolitan Statistical Area,,"Morgantown-Fairmont, WV",Preston County,West Virginia,54,077,Outlying,39.4372135,-79.6502105
34100,,314,"Morristown, TN",Metropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Hamblen County,Tennessee,47,063,Central,36.2054334,-83.2934086
34100,,314,"Morristown, TN",Metropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Jefferson County,Tennessee,47,089,Central,36.0417825,-83.4643551
34140,,446,"Moscow, ID",Micropolitan Statistical Area,,"Pullman-Moscow, WA-ID",Latah County,Idaho,16,057,Central,46.7360364,-116.6764195
34180,,393,"Moses Lake, WA",Micropolitan Statistical Area,,"Moses Lake-Othello, WA",Grant County,Washington,53,025,Central,47.1981147,-119.3732456
34220,,,"Moultrie, GA",Micropolitan Statistical Area,,,Colquitt County,Georgia,13,071,Central,31.2072856,-83.8473015
34260,,,"Mountain Home, AR",Micropolitan Statistical Area,,,Baxter County,Arkansas,05,005,Central,36.3261815,-92.3813621
34300,,147,"Mountain Home, ID",Micropolitan Statistical Area,,"Boise City-Mountain Home-Ontario, ID-OR",Elmore County,Idaho,16,039,Central,43.1154284,-115.5264458
34340,,268,"Mount Airy, NC",Micropolitan Statistical Area,,"Greensboro--Winston-Salem--High Point, NC",Surry County,North Carolina,37,171,Central,36.3743453,-80.6770787
34380,,394,"Mount Pleasant, MI",Micropolitan Statistical Area,,"Mount Pleasant-Alma, MI",Isabella County,Michigan,26,073,Central,43.598799,-84.8567932
34420,,,"Mount Pleasant, TX",Micropolitan Statistical Area,,,Titus County,Texas,48,449,Central,33.2493126,-94.976654
34460,,336,"Mount Sterling, KY",Micropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Bath County,Kentucky,21,011,Outlying,38.1068164,-83.7199136
34460,,336,"Mount Sterling, KY",Micropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Menifee County,Kentucky,21,165,Outlying,37.9335368,-83.634843
34460,,336,"Mount Sterling, KY",Micropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Montgomery County,Kentucky,21,173,Central,38.0314578,-83.8897057
34500,,,"Mount Vernon, IL",Micropolitan Statistical Area,,,Jefferson County,Illinois,17,081,Central,38.2267348,-88.864698
34540,,198,"Mount Vernon, OH",Micropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Knox County,Ohio,39,083,Central,40.459564,-82.3017728
34580,,500,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,,"Seattle-Tacoma, WA",Skagit County,Washington,53,057,Central,48.4241961,-121.7114362
34620,,294,"Muncie, IN",Metropolitan Statistical Area,,"Indianapolis-Carmel-Muncie, IN",Delaware County,Indiana,18,035,Central,40.2583533,-85.3962769
34660,,,"Murray, KY",Micropolitan Statistical Area,,,Calloway County,Kentucky,21,035,Central,36.6402766,-88.285042
34700,,209,"Muscatine, IA",Micropolitan Statistical Area,,"Davenport-Moline, IA-IL",Muscatine County,Iowa,19,139,Central,41.5156913,-91.135302
34740,,266,"Muskegon, MI",Metropolitan Statistical Area,,"Grand Rapids-Wyoming-Muskegon, MI",Muskegon County,Michigan,26,121,Central,43.294941,-86.1261056
34780,,538,"Muskogee, OK",Micropolitan Statistical Area,,"Tulsa-Muskogee-Bartlesville, OK",Muskogee County,Oklahoma,40,101,Central,35.7111198,-95.3102505
34820,,396,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,,"Myrtle Beach-Conway, SC-NC",Brunswick County,North Carolina,37,019,Central,34.0275398,-78.2020387
34820,,396,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,,"Myrtle Beach-Conway, SC-NC",Horry County,South Carolina,45,051,Central,33.9196567,-78.9288242
34860,,,"Nacogdoches, TX",Micropolitan Statistical Area,,,Nacogdoches County,Texas,48,347,Central,31.6353071,-94.645035
34900,,488,"Napa, CA",Metropolitan Statistical Area,,"San Jose-San Francisco-Oakland, CA",Napa County,California,06,055,Central,38.5024689,-122.2653887
34940,,162,"Naples-Immokalee-Marco Island, FL",Metropolitan Statistical Area,,"Cape Coral-Fort Myers-Naples, FL",Collier County,Florida,12,021,Central,26.069985,-81.4278984
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Cannon County,Tennessee,47,015,Outlying,35.8070317,-86.0529604
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Cheatham County,Tennessee,47,021,Outlying,36.184749,-87.1023746
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Davidson County,Tennessee,47,037,Central,36.1342563,-86.8220341
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Dickson County,Tennessee,47,043,Outlying,36.1459799,-87.3016132
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Hickman County,Tennessee,47,081,Outlying,35.8012797,-87.460397
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Macon County,Tennessee,47,111,Outlying,36.4983882,-85.971322
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Maury County,Tennessee,47,119,Outlying,35.6195242,-87.1422895
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Robertson County,Tennessee,47,147,Outlying,36.5250666,-86.8621827
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Rutherford County,Tennessee,47,149,Outlying,35.7724263,-86.3376761
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Smith County,Tennessee,47,159,Outlying,36.2388468,-85.971322
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Sumner County,Tennessee,47,165,Central,36.4718084,-86.4996546
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Trousdale County,Tennessee,47,169,Outlying,36.396385,-86.1548269
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Williamson County,Tennessee,47,187,Central,35.9179271,-86.8621827
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Wilson County,Tennessee,47,189,Central,36.1626241,-86.2970998
35020,,,"Natchez, MS-LA",Micropolitan Statistical Area,,,Concordia Parish,Louisiana,22,029,Central,31.4808983,-91.637215
35020,,,"Natchez, MS-LA",Micropolitan Statistical Area,,,Adams County,Mississippi,28,001,Central,31.5305353,-91.2891036
35060,,,"Natchitoches, LA",Micropolitan Statistical Area,,,Natchitoches Parish,Louisiana,22,069,Central,31.6801229,-93.1779659
35100,,404,"New Bern, NC",Metropolitan Statistical Area,,"New Bern-Morehead City, NC",Craven County,North Carolina,37,049,Central,35.0877672,-77.0564464
35100,,404,"New Bern, NC",Metropolitan Statistical Area,,"New Bern-Morehead City, NC",Jones County,North Carolina,37,103,Outlying,35.0306293,-77.3324425
35100,,404,"New Bern, NC",Metropolitan Statistical Area,,"New Bern-Morehead City, NC",Pamlico County,North Carolina,37,137,Outlying,35.1337865,-76.6874701
35140,,192,"Newberry, SC",Micropolitan Statistical Area,,"Columbia-Orangeburg-Newberry, SC",Newberry County,South Carolina,45,071,Central,34.309094,-81.6035062
